,fluxes
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181pp,0.0
PMANM,0.0
PMDPHT,0.00020070000000002868
PMEACPE,9.000000000000001e-07
PMPK,0.00010035
PNSPA,0.0
PNTK,0.00030329999999938363
PNTOt4pp,0.0
PNTOtex,0.0
POAACR,0.0
POR5,0.03716504999999995
POX,0.0
PPA,1.5757033499999917
PPA2,0.0
PPAKr,0.0
PPALtex,0.0
PPALtpp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,0.0008027999999999999
PPC,0.0
PPCDC,0.00030329999999938363
PPCK,0.0
PPCSCT,0.0
PPDOy,0.0
PPGPPDP,0.0
PPK,0.0
PPK2,0.0
PPM,-0.4200048000000074
PPM2,0.0
PPNCL2,0.00030329999999938363
PPND,0.062153549999999995
PPNDH,0.08336925000000002
PPPGO,0.0
PPPGO3,0.00010034999999999999
PPPNDO,0.0
PPPNt2rpp,0.0
PPPNtex,0.0
PPS,0.0
PPTHpp,0.0
PPTtex,0.0
PRAGSr,0.2016076500000142
PRAIS,0.20160765000001485
PRAIi,0.02557935
PRAMPC,0.0426321
PRASCSi,0.20150730000001488
PRATPP,0.0426321
PRCPD,0.0
PRFGS,0.20160765000001493
PRMICI,0.0426321
PROD3,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROabcpp,0.0
PROt2rpp,-0.0023422499999999997
PROt4pp,0.0023422499999999997
PROtex,0.0
PRPPS,0.0
PSCLYSt2pp,0.0
PSCLYStex,0.0
PSCVT,0.1715035500000004
PSD120,0.0
PSD140,0.0
PSD141,0.0
PSD160,0.028716299999999997
PSD161,0.0338463
PSD180,0.0
PSD181,0.0
PSERT,0.7730255250000247
PSERtex,0.0
PSP_L,0.7730255250000247
PSP_Lpp,0.0
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA160,0.028716299999999993
PSSA161,0.0338463
PSSA180,0.0
PSSA181,0.0
PSURIK,0.0
PSURItex,0.0
PSURItpp,0.0
PTA2,0.0
PTAr,-1.1719836999999989
PTHRpp,0.0
PTPATi,0.0003032999999993837
PTRCORNt7pp,0.0
PTRCTA,0.0
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PUACGAMS,0.0
PUACGAMtr,0.0
PUNP1,-0.00030285000000001975
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PUNP7,0.0
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXNtex,0.0
PYDXNtpp,0.0
PYDXPP,0.0
PYDXtex,0.0
PYDXtpp,0.0
PYK,11.123736524999963
PYK2,0.0
PYK3,1.1163780000000216
PYK4,0.08145134999999934
PYK6,0.0
PYNP2r,0.0
PYROX,0.0
PYRt2rpp,0.0
PYRtex,0.0
QMO2,0.0
QMO3,0.0007317000000069462
QUIN2tex,0.0
QUIN2tpp,0.0
QUINDH,0.0
QUINDHyi,0.0
QULNS,0.0010250999999930537
R15BPK,0.4197019500000073
R1PK,0.4197019500000074
R5PP,0.0
R5PPpp,0.0
R5Ptex,0.0
RBFK,0.00010035000000002868
RBFSa,0.00040140000000005735
RBFSb,0.0002007000000000287
RBK,0.0
RBK_L1,0.0
RBP4E,0.0
REPHACCOAI,0.0
RFAMPtex,0.0
RFAMPtpp,0.0
RHAT1,0.0
RHCCE,0.00020160000000001975
RHMND,0.0
RIBabcpp,0.0
RIBtex,0.0
RMI,0.0
RMK,0.0
RMNtex,0.0
RMNtpp,0.0
RMPA,0.0
RNDR1,0.0
RNDR1b,0.0
RNDR2,0.0
RNDR2b,0.0
RNDR3,0.0
RNDR3b,0.0
RNDR4,0.011774699999999997
RNDR4b,0.0
RNTR1c2,0.011774699999999999
RNTR2c2,0.01215765
RNTR3c2,0.01215765
RNTR4c2,0.0
RPE,-0.34904535000000503
RPI,-0.33113355000000494
RPNTPH,0.0
RU5PP,0.0
RZ5PP,0.0
S2FE2SR,0.0
S2FE2SS,0.0
S2FE2SS2,0.0
S2FE2ST,0.0
S4FE4SR,0.0
S4FE4ST,0.0
S7PI,0.0
SADH,0.0
SADT2,0.1113668999999994
SARCOX,0.0
SBTPD,0.0
SBTptspp,0.0
SBTtex,0.0
SCYSDS,0.0
SDPDS,0.16692704999999997
SDPTA,-0.16692704999999997
SELGTHR,0.0
SELGTHR2,0.0
SELGTHR3,0.0
SELNPS,0.0
SELR,0.0
SELabcpp,0.0
SELtex,0.0
SEPHCHCS,-2.6207579674949628e-19
SERASr,0.0
SERAT,0.11136689999999935
SERD_D,0.0
SERD_L,0.0
SERt2rpp,0.0
SERt4pp,0.0
SERtex,0.0
SERtpp,0.0
SFGTHi,0.0
SGDS,0.0
SGSAD,0.0
SHCHCS3,-2.6207579674949628e-19
SHCHD2,0.00010034999999999999
SHCHF,0.00010034999999999999
SHGO,0.0
SHK3Dr,0.1715035500000004
SHKK,0.1715035500000004
SHSL1,0.06925995
SKMt2pp,0.0
SKMtex,0.0
SLNTabcpp,0.0
SLNTtex,0.0
SO2tex,0.0
SO2tpp,0.0
SO3tex,0.0
SO4t2pp,0.11331899999999939
SO4tex,0.11331899999999938
SOTA,0.0
SPMDAT1,0.0
SPMDAT2,0.0
SPMDabcpp,0.0
SPMDt3pp,0.0
SPMDtex,0.0
SPMS,0.0
SPODM,0.0007317000000069463
SPODMpp,0.0
SQGH,0.0
SQVOSI,0.0
SQtex,0.0
SQtr,0.0
SSALx,0.0
SSALy,0.0
SUCASPtpp,0.0
SUCBZL,-2.6207579674949628e-19
SUCBZS,-2.6207579674949628e-19
SUCCt1pp,0.0
SUCCt2_2pp,0.0
SUCCt2_3pp,0.0
SUCCtex,0.0
SUCDi,11.274150024999987
SUCFUMtpp,0.0
SUCMALtpp,0.0
SUCOAS,-9.705561625
SUCRtex,0.0
SUCTARTtpp,0.0
SUCptspp,0.0
SULFACabcpp,0.0
SULFACtex,0.0
SULR,0.11136689999999938
SULabcpp,0.0
T2DECAI,0.0
TAGURr,0.0
TALA,-0.08887125000000241
TARTD,0.0
TARTRDtex,0.0
TARTRt7pp,0.0
TARTRtex,0.0
TARTt2_3pp,0.0
TAUDO,0.0
TAURabcpp,0.0
TAURtex,0.0
TCYNTtex,0.0
TDP,0.0
TDPADGAT,0.0
TDPAGTA,0.0
TDPDRE,0.0
TDPDRR,0.0
TDPGDH,0.0
TDSK,0.0087552
TDSR1,0.0
TDSR2,0.0
TEO2M,0.0
TGBPA,0.0
THD2pp,0.0
THDPS,0.16692704999999997
THFAT,0.0
THIORDXi,0.0
THMDt2pp_copy1,0.0
THMDt2pp_copy2,0.0
THMDtex,0.0
THMabcpp,0.0
THMtex,0.0
THRA,0.0
THRA2,0.0
THRD,0.0
THRD_L,0.13073804999999997
THRPtex,0.0
THRS,0.24489719999999995
THRabcpp,0.0
THRt2pp,0.0
THRt2rpp,0.0
THRt4pp,0.0
THRtex,0.0
THYMt3pp,0.0
THYMtex,0.0
THZPSN3,0.00010034999999999999
TKT1,-0.08887125000000241
TKT2,-0.26017410000000263
TMAOR1,0.0
TMAOR1pp,0.0
TMAOR2,0.0
TMAOR2pp,0.0
TMAOtex,0.0
TMAtex,0.0
TMDK1,0.0
TMDPP,0.0
TMDS,0.011774699999999997
TMK,0.0
TMPK,0.00010035
TMPPP,0.00010035
TPI,14.095048950000002
TPRDCOAS,0.0
TRDR,0.12314159999999938
TRE6PH,0.0
TRE6PP,0.0
TRE6PS,0.0
TREH,0.0
TREHpp,0.0
TREptspp,0.0
TREtex,0.0
TRPAS2,-0.02557935
TRPS1,0.0
TRPS2,0.0
TRPS3,0.02557935
TRPt2rpp,0.0
TRPtex,0.0
TRPtipp,0.0
TRSARr,0.0
TSULabcpp,0.0
TSULtex,0.0
TTDCAtexi,0.0
TTDCEAtexi,0.0
TTRCYCtex,0.0
TTRCYCtpp,0.0
TUNGSabcpp,0.0
TUNGStex,0.0
TYMtex,0.0
TYRL,0.00010034999999999999
TYROXDApp,0.0
TYRPpp,0.0
TYRPtex,0.0
TYRTA,-0.06215355
TYRt2rpp,0.0
TYRtex,0.0
TYRtipp,0.0
ThDPAT,0.0
U23GAAT,0.017510400000000002
UAAGDS,0.0125046
UACGALPpp,0.0
UACGAMPpp,0.0
UACGAMtex,0.0
UACMAMO,0.0
UAG2E,0.0
UAGAAT,0.017510400000000002
UAGCVT,0.0125046
UAGDP,0.0425196
UAGPT3,0.0125046
UAMAGS,0.012504599999999998
UAMAS,0.012504600000000001
UAPGR,0.012504600000000001
UDCPDP,0.0125046
UDCPDPS,2.474999999999556e-05
UDCPDPpp,-1.6847492238772656e-18
UDCPPtppi,-1.6847492238772654e-18
UDPACGALtex,0.0
UDPG4E,0.0
UDPGALM,0.0
UDPGALPpp,0.0
UDPGALtex,0.0
UDPGD,0.0
UDPGDC,0.0
UDPGLCURtex,0.0
UDPGPT,0.0
UDPGPpp,0.0
UDPGtex,0.0
UDPKAAT,0.0
UGCIAMH,0.0
UGLCURPpp,0.0
UGLT,0.0
UGLYCH,0.0
UGMDDS,0.0125046
UHGADA,0.017510400000000002
ULA4NFT,0.0
ULA4Ntppi,0.0
UM3PL,0.0
UM4PCP,0.0
UM4PL,0.0
UMPK,0.17011755000000003
UMPtex,0.0
UPLA4FNF,0.0
UPLA4FNT,0.0
UPP3MT,0.00010035
UPP3S,0.0002007
UPPDC1,0.00010034999999999999
UPPRT,0.0
URACPAH,0.0
URATEtex,0.0
URATEtpp,0.0
URAt2pp,0.0
URAtex,0.0
URAtpp,0.0
URDGLYCD,0.0
UREAtex,0.0
UREAtpp,0.0
URIC,0.0
URIH,0.0
URIK1,0.0
URIK2,0.0
URIt2pp_copy1,0.0
URIt2pp_copy2,0.0
URItex,0.0
USHD,0.0087552
VALTA,-1.4359032000000003
VALabcpp,0.0
VALt2rpp,0.0
VALt3pp,0.0
VALtex,0.0
VPAMTr,-1.2454803
WCOS,0.0
X5PL3E,0.0
XAND,0.0
XANt2pp,0.0
XANtex,0.0
XANtpp,0.0
XMPtex,0.0
XPPT,0.0
XTSNH,0.0
XTSNt2rpp,0.0
XTSNtex,0.0
XYHDL,0.0
XYLI1,0.0
XYLI2,0.0
XYLK,0.0
XYLK2,0.0
XYLUt2pp,0.0
XYLUtex,0.0
XYLabcpp,0.0
XYLt2pp,0.0
XYLtex,0.0
YUMPS,0.0
ZN2abcpp,0.0
ZN2t3pp,0.0
ZN2tpp,0.00015345000000000002
ZNabcpp,0.0
Zn2tex,0.00015345
tethal_d,7.75
ETHAAL_d,7.750000000000001
tnh4_d,7.750000000000001
tacald_d,2.610000000000001
ACALDH_d,2.57
PTA_d,2.57
tactp_d,2.57
ACALRE_d,2.57
tetoh_d,2.57
